conditional,existential,npn,question
0.37138175000109186,0.16007005699975707,0.5048561149997113,0.39289804799955164
0.3970208700011426,0.17629311500058975,0.5277446959989902,0.35898775799978466
0.37349052900026436,0.14895906199853926,0.5263250230000267,0.4272563070007891
0.3821953529986786,0.1663807530003396,0.5131481820008048,0.37434564500108536
0.3859072010000091,0.17716828099946724,0.5166382679999515,0.3575182559998211
0.36747322700102814,0.14410546200087992,0.5057727359999262,0.35948110099889163
0.36499307999838493,0.1530281159994047,0.5006623680001212,0.3622107320006762
0.3767418200004613,0.14411831100005656,0.5142291340016527,0.3881637429985858
0.401230454999677,0.16271499100002984,0.5184066799993161,0.3679404329996032
0.3726923459998943,0.15453841399903467,0.5032259870004054,0.34995124399938504
0.374163585000133,0.1621666240007471,0.4879964560004737,0.35515887400106294
0.3664516890003142,0.19091017199934868,0.48286039199956576,0.35033774500152504
0.36732203100109473,0.14363380000031611,0.49377060900042125,0.35867094899913354
0.3668990389996907,0.15870515499955218,0.5042319210006099,0.3506753370002116
0.35903361899909214,0.14221297100084485,0.4879457419992832,0.3484176700003445
0.35770452699944144,0.13986391899925366,0.49750390599911043,0.3549508769992826
0.36372586700053944,0.14685282299979008,0.49815426399982243,0.34719974699874
0.36041148399999656,0.14140448199941602,0.49583493700083636,0.35403822400076024
0.36494216100072663,0.16465912599960575,0.49441994600056205,0.3513381020002271
0.37226179400022374,0.14825506600027438,0.4954392489999009,0.34731943199949455
0.36631126799875346,0.15037494100033655,0.49565123399952427,0.34999699000036344
0.3620703680007864,0.1510547289999522,0.5118337949988927,0.36909439499868313
0.3849238589991728,0.1454758279996895,0.5141084210008557,0.34821345700038364
0.3650834899999609,0.1419177280004078,0.4959842030002619,0.35013735099892074
0.3604589369988389,0.14218696299940348,0.5028371600001265,0.3576129390003189
0.368684208000559,0.13876045599863573,0.49954656200134195,0.35467459299979964
0.3605158089994802,0.1473632239994913,0.5211166790013522,0.3496282629985217
0.36259343100027763,0.14055469300001278,0.4970824040010484,0.3490068020000763
0.3810675269996864,0.18036640399986936,0.49020990999997593,0.3497740920010983
0.3816083999990951,0.1428361739999673,0.501096766000046,0.3543909740001254
0.36194838200026425,0.15016188800109376,0.4875585379995755,0.35042418599914527
0.3647054789998947,0.14933997499974794,0.4964737369991781,0.3643701369983319
0.36523616799968295,0.14601239699914004,0.5017920700011018,0.3492429969992372
0.3638030099991738,0.13865661000090768,0.49425613599851204,0.35872302900133946
0.3714514009989216,0.15920781800014083,0.5069755320000695,0.35913947500012
0.37405821199899947,0.15441752599872416,0.5054826119994686,0.35925920000045153
0.371821626999008,0.14927587700003642,0.5111819300000207,0.36381228100071894
0.36617101000047114,0.144596404999902,0.5011244309989706,0.35429894300068554
0.369670177999069,0.15310158600004797,0.5078410250007437,0.39838091599995096
0.40229110099971876,0.16209337200052687,0.5323972170008346,0.3592859939999471
0.3822250539997185,0.15414663599949563,0.5107121330001974,0.3570067950004159
0.3679853739995451,0.15357140099877142,0.5056283169997187,0.3599457580003218
0.37781563400130835,0.16017716900023515,0.4935331779997796,0.3548661990007531
0.36732780000056664,0.1691324559997156,0.5178705310008809,0.38129322699933255
0.3982295719997637,0.19593124400125816,0.5069871089999651,0.3494884359988646
0.36637010100093903,0.14226788300038606,0.5041804150005191,0.3465869980009302
0.36580307300027926,0.13882989000012458,0.4997635559993796,0.3572357729990472
0.37617225400026655,0.1612939839997125,0.5431679309986066,0.37856615199962107
0.37375340500148013,0.14679888699902222,0.49307596099970397,0.34857754799850227
0.3633612390003691,0.13984646599965345,0.493092015000002,0.3491578209996078
0.37109744800000044,0.15540429300017422,0.516530707000129,0.372449520000373
0.37434436600051413,0.15498596699944756,0.49148058999890054,0.3625138759998663
0.3805106469990278,0.15395662099945184,0.5187352169996302,0.38765993599918147
0.408412816001146,0.15448929800004407,0.5248438310009078,0.36924352499954693
0.3867007000008016,0.158869828999741,0.5603552520005906,0.3940126350007631
0.4012894610004878,0.15142153700071503,0.5001879449991975,0.3466338429989264
0.46783122600027127,0.18444192599963571,0.6315914110000449,0.4791698820008605
0.41513064299942926,0.15008011399913812,0.5251918669982842,0.3573815519994241
0.36726770699897315,0.15804491299968504,0.4975779569995211,0.3505297250012518
0.37297224199937773,0.1472122049999598,0.5179883700002392,0.3766830789991218
0.37099538600159576,0.1506796840003517,0.49983132500165084,0.35508844899959513
0.36278563599989866,0.18361438500141958,0.5077358500002447,0.3688450120007474
0.37834163600018655,0.15425910200065118,0.4852671089993237,0.3493186309988232
0.3608007670009101,0.14278804999958083,0.4905609599991294,0.3467813320003188
0.3664811879989429,0.14674470399950224,0.5205592820002494,0.36402859699956025
0.41464613899916003,0.15885268000056385,0.5279821539988916,0.382744194001134
0.37117398900045373,0.14776156300104049,0.5050697760016192,0.35162203300023975
0.3744878180004889,0.15827325300051598,0.5006277909997152,0.3562903389993153
0.36376428000039596,0.1382429540008161,0.49261597500117205,0.34659932799877424
0.35657468300087203,0.149645640000017,0.49459763300001214,0.358089593000841
0.3760363990004407,0.1557067139983701,0.5017741020001267,0.3488766709997435
0.3643039119997411,0.1429898160004086,0.4914529469988338,0.35140759900059493
0.36389348300144775,0.15133196900023904,0.5015914920004434,0.3537113099991984
0.3712700819996826,0.13995611499922234,0.5278773979989637,0.38652926000031584
0.4220504669992806,0.16444609800055332,0.525344870000481,0.3765688189996581
0.3707616789997701,0.1396624389999488,0.4897104150004452,0.3473675550012558
0.35571158600032504,0.14835762300026545,0.6535357489992748,0.4477135260003706
0.49164737399951264,0.22079386599943973,0.5157826960003149,0.35964603799948236
0.3702711959995213,0.15614831799939566,0.49470082500010903,0.3557642960004159
0.38883171700035746,0.15769115400144074,0.5072120519998862,0.3677546689996234
0.3891165050008567,0.15170460199988156,0.5143735470010142,0.36463715699937893
0.384951366999303,0.15001471899995522,0.510381703999883,0.3554651969989209
0.37681449899901054,0.14706748999924457,0.5035216180003772,0.34892378999938956
0.3595707360000233,0.1415559730012319,0.49616935700032627,0.3478519090003829
0.3627617719994305,0.13885249699887936,0.4912859969990677,0.3538007999995898
0.3596409260007931,0.14161272599994845,0.4942175779997342,0.3551526360006392
0.36779678000129934,0.16679342899988114,0.5521380610007327,0.3776853819999815
0.5137140480001108,0.18357525499959593,0.6515148399994359,0.4645617919995857
0.396124767999936,0.17000224000003072,0.4998502250000456,0.3516781389989774
0.37228351299927454,0.14838687700103037,0.4902207110008021,0.3580143519993726
0.3663050640006986,0.150568872999429,0.47840068500045163,0.33909023300111585
0.3617373529996257,0.14229275300021982,0.5033328200006508,0.36036779599999136
0.38048272100058966,0.1614110630016512,0.5129013190016849,0.3624319739992643
0.36683445400012715,0.16247553500033973,0.4958013870000286,0.35198518200013496
0.36527326599934895,0.18736047800121014,0.4906444369989913,0.3468116559997725
0.3597196940008871,0.14826679100042384,0.4926782210004603,0.35277387499991164
0.385766651999802,0.16716931900009513,0.7086013219995948,0.5104141219999292
0.5163126440002088,0.1803196079999907,0.5664448570005334,0.3671266999990621
0.37644675800038385,0.15843565599971043,0.5163399310004024,0.36152787299943157
0.3691835120007454,0.14976667100017949,0.4971555129995977,0.35292665799897804
